state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	4.973	8.133	0.3725	0.1892	0.2071	0.2312	0.3619	0.2103	0.1811	0.2467	0.6281	1.7439	4.8065E-3	16.425	18.414	1264.213
2000000	4.867	8.846	0.3890	0.1892	0.1995	0.2223	0.3593	0.2245	0.1717	0.2445	0.6310	1.7379	4.9862E-3	15.019	18.548	1218.159
3000000	4.874	8.467	0.3890	0.1786	0.2074	0.2250	0.3735	0.2174	0.1666	0.2425	0.6294	1.7412	4.9952E-3	15.457	18.125	1228.486
4000000	4.544	8.326	0.3786	0.1784	0.2137	0.2293	0.3722	0.2113	0.1675	0.2489	0.6276	1.7448	4.9531E-3	15.606	19.755	1231.184
5000000	5.194	8.478	0.3772	0.1745	0.2160	0.2323	0.3715	0.2154	0.1746	0.2385	0.6235	1.7531	4.9041E-3	15.924	19.202	1230.573
6000000	4.474	8.814	0.3792	0.1861	0.2131	0.2217	0.3650	0.2045	0.1717	0.2588	0.6281	1.7439	4.8799E-3	15.274	18.609	1227.045
7000000	5.137	8.927	0.3839	0.1841	0.2056	0.2263	0.3693	0.2123	0.1703	0.2481	0.6211	1.7578	4.9514E-3	15.538	18.293	1227.942
8000000	4.653	8.760	0.3836	0.1912	0.2028	0.2224	0.3650	0.2138	0.1699	0.2513	0.6434	1.7133	4.7907E-3	16.204	19.480	1252.684
9000000	4.829	8.740	0.3804	0.1888	0.2102	0.2206	0.3579	0.2140	0.1760	0.2521	0.6334	1.7332	4.8865E-3	16.251	18.648	1252.185
10000000	4.925	8.226	0.3736	0.1873	0.2073	0.2318	0.3593	0.2163	0.1740	0.2504	0.6187	1.7627	4.8783E-3	15.918	18.844	1242.123
11000000	4.996	8.352	0.3785	0.1802	0.2130	0.2283	0.3634	0.2123	0.1691	0.2553	0.6363	1.7273	5.054E-3	14.920	18.013	1198.323
12000000	4.659	8.860	0.3793	0.1813	0.2146	0.2248	0.3777	0.2131	0.1695	0.2397	0.6301	1.7399	4.9852E-3	15.223	18.786	1215.452
13000000	4.705	8.482	0.3902	0.1700	0.2136	0.2263	0.3820	0.2142	0.1647	0.2391	0.6361	1.7277	4.9886E-3	15.442	18.775	1208.466
14000000	4.768	8.573	0.3914	0.1836	0.2159	0.2091	0.3694	0.2223	0.1610	0.2473	0.6405	1.7190	4.8361E-3	15.920	18.566	1249.608
15000000	4.603	8.423	0.3819	0.1844	0.2219	0.2118	0.3603	0.2116	0.1817	0.2464	0.6412	1.7176	5.0308E-3	15.737	18.570	1220.404
16000000	4.808	8.922	0.3820	0.1832	0.2206	0.2142	0.3659	0.2212	0.1657	0.2472	0.6448	1.7104	5.0582E-3	15.863	19.101	1234.571
17000000	4.770	8.736	0.3870	0.1761	0.2099	0.2271	0.3586	0.2209	0.1771	0.2434	0.6049	1.7902	4.9319E-3	15.220	17.769	1216.797
18000000	4.537	8.046	0.3791	0.1747	0.2218	0.2245	0.3690	0.2085	0.1737	0.2488	0.6257	1.7485	4.8612E-3	15.650	19.988	1251.580
19000000	4.830	7.934	0.3730	0.1845	0.2106	0.2319	0.3526	0.2185	0.1785	0.2505	0.6186	1.7629	4.9267E-3	15.987	18.857	1243.452
20000000	4.783	8.371	0.3746	0.1817	0.2139	0.2298	0.3680	0.2175	0.1657	0.2487	0.6322	1.7356	4.9712E-3	15.305	18.323	1214.157
21000000	4.607	9.060	0.3748	0.1874	0.2030	0.2348	0.3733	0.2084	0.1721	0.2462	0.6187	1.7627	5.0926E-3	15.019	17.382	1215.465
22000000	5.208	8.747	0.3760	0.1906	0.2084	0.2250	0.3800	0.2101	0.1670	0.2428	0.6235	1.7529	5.0166E-3	14.973	19.978	1204.788
23000000	4.935	8.373	0.3811	0.1886	0.2163	0.2140	0.3706	0.2122	0.1659	0.2512	0.6315	1.7369	4.8982E-3	15.513	18.814	1229.534
24000000	4.587	8.716	0.3852	0.1794	0.2219	0.2136	0.3744	0.2085	0.1704	0.2467	0.6290	1.7420	4.9159E-3	15.859	18.792	1239.413
