state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.347	9.267	0.4032	0.1612	0.2082	0.2273	0.3659	0.1805	0.1823	0.2713	0.6182	1.7636	4.2954E-3	17.043	12.482	737.269
2000000	6.715	8.809	0.4042	0.1661	0.2062	0.2234	0.3527	0.1860	0.1803	0.2810	0.6267	1.7467	4.4242E-3	17.339	12.408	734.537
3000000	6.344	8.944	0.4024	0.1768	0.2142	0.2066	0.3631	0.1845	0.1659	0.2864	0.6317	1.7366	4.3155E-3	17.877	12.502	749.451
4000000	5.798	8.964	0.3836	0.1751	0.2112	0.2301	0.3625	0.1787	0.1767	0.2821	0.6377	1.7246	4.2439E-3	17.305	12.440	746.302
5000000	6.274	9.301	0.3954	0.1719	0.2101	0.2226	0.3506	0.1923	0.1724	0.2847	0.6106	1.7789	4.3491E-3	16.566	12.225	718.370
6000000	5.999	8.626	0.4006	0.1652	0.2139	0.2203	0.3583	0.1917	0.1690	0.2810	0.6092	1.7817	4.4308E-3	16.113	12.124	711.663
7000000	6.204	9.764	0.4011	0.1785	0.2035	0.2170	0.3547	0.1952	0.1675	0.2826	0.6099	1.7802	4.1912E-3	17.096	12.556	733.707
8000000	5.524	8.952	0.3787	0.1719	0.2247	0.2246	0.3531	0.1994	0.1719	0.2756	0.6133	1.7733	4.2719E-3	17.927	12.204	752.206
9000000	7.389	8.575	0.3837	0.1706	0.2154	0.2304	0.3511	0.1820	0.1785	0.2885	0.6499	1.7001	4.4137E-3	16.484	12.378	728.196
10000000	6.510	8.506	0.3827	0.1752	0.2054	0.2367	0.3580	0.1865	0.1785	0.2770	0.6312	1.7376	4.3376E-3	16.460	12.348	729.415
11000000	6.273	8.723	0.3933	0.1665	0.2122	0.2279	0.3540	0.1928	0.1840	0.2692	0.6348	1.7305	4.2192E-3	17.729	12.612	749.242
