state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.466	9.504	0.3981	0.1611	0.2190	0.2218	0.3582	0.1907	0.1689	0.2822	0.6360	1.7280	4.4097E-3	16.942	12.421	716.213
2000000	6.213	8.509	0.3982	0.1814	0.2081	0.2122	0.3670	0.1884	0.1793	0.2654	0.6254	1.7491	4.4791E-3	15.776	12.534	716.542
3000000	6.936	8.789	0.3974	0.1718	0.2163	0.2146	0.3404	0.1966	0.1811	0.2819	0.6165	1.7671	4.7009E-3	15.254	12.564	688.897
4000000	6.155	8.398	0.4150	0.1594	0.1967	0.2290	0.3403	0.1929	0.1859	0.2809	0.6097	1.7806	4.4231E-3	15.625	12.733	705.066
5000000	6.598	9.041	0.3987	0.1627	0.2111	0.2275	0.3444	0.1896	0.1818	0.2842	0.6070	1.7859	4.4538E-3	15.644	12.613	706.512
6000000	6.410	8.682	0.4026	0.1793	0.2042	0.2138	0.3558	0.2020	0.1778	0.2644	0.6193	1.7615	4.3806E-3	16.320	13.097	719.158
7000000	6.330	8.986	0.4098	0.1544	0.2086	0.2273	0.3639	0.1958	0.1765	0.2638	0.6426	1.7149	4.2946E-3	16.539	12.024	708.131
8000000	6.910	9.035	0.3782	0.1711	0.2206	0.2301	0.3382	0.2014	0.1802	0.2801	0.6060	1.7880	4.4825E-3	16.521	12.335	726.579
9000000	5.884	9.718	0.3995	0.1698	0.2092	0.2215	0.3481	0.2017	0.1708	0.2795	0.6024	1.7951	4.5863E-3	15.419	12.258	706.277
10000000	6.341	7.723	0.3863	0.1671	0.2093	0.2372	0.3355	0.2067	0.1829	0.2749	0.6172	1.7656	4.4319E-3	16.108	12.507	719.780
11000000	6.333	8.362	0.3976	0.1608	0.2218	0.2198	0.3521	0.2092	0.1760	0.2627	0.6169	1.7663	4.526E-3	16.715	12.159	716.047
12000000	6.267	9.486	0.4042	0.1675	0.2108	0.2175	0.3535	0.1984	0.1851	0.2630	0.6060	1.7880	4.418E-3	17.014	12.541	725.439
13000000	6.425	8.657	0.4046	0.1648	0.2134	0.2171	0.3612	0.1905	0.1784	0.2699	0.6221	1.7559	4.408E-3	17.001	12.290	722.853
14000000	6.707	8.901	0.3896	0.1821	0.2026	0.2256	0.3429	0.2003	0.1849	0.2719	0.6121	1.7757	4.4643E-3	16.216	12.571	714.373
15000000	6.660	9.401	0.3914	0.1668	0.2103	0.2314	0.3719	0.1818	0.1800	0.2663	0.6025	1.7950	4.3826E-3	15.943	12.575	722.993
16000000	6.180	9.341	0.3930	0.1655	0.2333	0.2081	0.3657	0.1857	0.1702	0.2784	0.6478	1.7044	4.3994E-3	16.553	12.402	721.193
17000000	6.768	9.539	0.3926	0.1607	0.2155	0.2312	0.3528	0.1991	0.1777	0.2704	0.6247	1.7506	4.3908E-3	16.783	12.170	727.906
18000000	6.309	8.059	0.3934	0.1741	0.2195	0.2131	0.3532	0.2030	0.1707	0.2731	0.6162	1.7675	4.568E-3	15.713	12.501	708.836
19000000	6.005	8.651	0.3819	0.1778	0.2202	0.2201	0.3518	0.1852	0.1880	0.2750	0.6107	1.7787	4.4303E-3	16.759	12.963	725.669
20000000	6.978	9.957	0.3831	0.1765	0.2204	0.2199	0.3492	0.1963	0.1754	0.2791	0.6297	1.7407	4.4209E-3	17.034	12.306	724.343
21000000	6.512	8.667	0.3866	0.1686	0.2085	0.2363	0.3370	0.1971	0.1869	0.2790	0.6310	1.7381	4.5783E-3	15.770	12.339	705.737
22000000	5.764	9.026	0.3923	0.1621	0.2167	0.2289	0.3648	0.1857	0.1762	0.2733	0.6214	1.7572	4.4892E-3	15.956	12.413	701.993
23000000	6.383	8.559	0.4008	0.1845	0.2108	0.2039	0.3533	0.1900	0.1904	0.2662	0.6291	1.7419	4.4312E-3	16.099	12.476	719.664
24000000	6.307	9.087	0.3931	0.1534	0.2250	0.2285	0.3599	0.1870	0.1756	0.2775	0.6296	1.7409	4.4914E-3	15.871	12.479	711.278
25000000	6.432	9.031	0.3819	0.1579	0.2222	0.2381	0.3649	0.1824	0.1790	0.2738	0.6102	1.7795	4.4373E-3	15.687	13.010	708.313
26000000	6.132	8.316	0.3845	0.1733	0.2189	0.2232	0.3565	0.1901	0.1718	0.2817	0.5977	1.8046	4.367E-3	16.901	12.544	733.228
27000000	6.265	8.192	0.3978	0.1658	0.2128	0.2236	0.3506	0.1819	0.1895	0.2780	0.6216	1.7569	4.3723E-3	16.848	12.634	734.346
28000000	7.103	8.615	0.3948	0.1622	0.2165	0.2266	0.3524	0.1932	0.1741	0.2803	0.6258	1.7485	4.485E-3	15.445	12.617	706.551
29000000	5.649	8.988	0.4054	0.1628	0.2100	0.2218	0.3657	0.1937	0.1754	0.2651	0.6227	1.7545	4.3494E-3	16.808	12.377	723.375
30000000	5.993	9.541	0.3946	0.1803	0.2023	0.2228	0.3530	0.1914	0.1776	0.2780	0.6268	1.7465	4.187E-3	17.076	12.848	747.846
31000000	6.514	8.395	0.3980	0.1654	0.2177	0.2190	0.3591	0.1842	0.1730	0.2837	0.6142	1.7717	4.3063E-3	17.235	12.319	731.429
32000000	6.367	8.903	0.4018	0.1628	0.2173	0.2181	0.3626	0.1890	0.1767	0.2717	0.6175	1.7649	4.4029E-3	16.186	12.613	711.315
33000000	6.175	9.329	0.3841	0.1637	0.2111	0.2411	0.3466	0.2024	0.1777	0.2733	0.5997	1.8006	4.2289E-3	17.095	12.770	728.263
34000000	6.545	9.011	0.3782	0.1673	0.2244	0.2302	0.3456	0.1888	0.1817	0.2839	0.6282	1.7436	4.287E-3	16.991	12.287	737.287
35000000	5.952	9.285	0.3863	0.1742	0.2187	0.2208	0.3428	0.1959	0.1850	0.2763	0.6232	1.7536	4.3342E-3	16.435	12.713	731.014
36000000	6.238	9.378	0.3900	0.1763	0.2189	0.2148	0.3622	0.1884	0.1876	0.2618	0.6114	1.7771	4.3135E-3	16.486	12.535	731.950
37000000	6.455	8.535	0.3990	0.1770	0.2147	0.2093	0.3658	0.1969	0.1788	0.2586	0.6089	1.7822	4.426E-3	17.197	12.191	724.142
38000000	6.126	8.586	0.4062	0.1616	0.2265	0.2057	0.3562	0.1857	0.1831	0.2750	0.6073	1.7854	4.5961E-3	17.111	12.652	731.579
39000000	6.674	8.519	0.3804	0.1632	0.2166	0.2398	0.3493	0.1825	0.1811	0.2871	0.6059	1.7881	4.4206E-3	16.636	12.888	719.260
40000000	6.367	8.564	0.3773	0.1787	0.2121	0.2319	0.3766	0.1881	0.1698	0.2656	0.6197	1.7605	4.3656E-3	16.055	12.047	719.457
41000000	6.136	8.764	0.4087	0.1684	0.2044	0.2185	0.3520	0.1822	0.1909	0.2750	0.6343	1.7313	4.2395E-3	16.711	12.352	729.087
42000000	6.951	8.917	0.3818	0.1692	0.2171	0.2319	0.3666	0.1778	0.1901	0.2655	0.6275	1.7449	4.653E-3	15.221	12.499	693.666
43000000	6.329	8.074	0.3989	0.1793	0.2054	0.2164	0.3534	0.1945	0.1863	0.2658	0.6224	1.7553	4.3436E-3	16.349	12.201	714.853
44000000	6.342	9.235	0.3952	0.1684	0.2171	0.2192	0.3577	0.1942	0.1769	0.2712	0.6315	1.7369	4.3974E-3	16.073	13.064	721.151
45000000	6.128	8.687	0.3994	0.1684	0.2094	0.2228	0.3459	0.1864	0.1941	0.2736	0.6110	1.7780	4.621E-3	15.727	12.486	688.093
46000000	6.751	8.833	0.3995	0.1643	0.2170	0.2193	0.3551	0.1848	0.1669	0.2932	0.6336	1.7328	4.3796E-3	16.133	12.203	728.480
47000000	5.964	9.120	0.3878	0.1771	0.2141	0.2209	0.3451	0.1972	0.1869	0.2709	0.5765	1.8469	4.1459E-3	18.330	13.004	757.511
48000000	6.608	9.354	0.3891	0.1663	0.2131	0.2316	0.3434	0.1844	0.1932	0.2790	0.6329	1.7343	4.3401E-3	16.399	12.280	739.134
49000000	6.388	8.874	0.3905	0.1781	0.2100	0.2215	0.3619	0.1866	0.1830	0.2685	0.6192	1.7616	4.4504E-3	16.901	12.440	727.083
50000000	6.321	8.973	0.3813	0.1697	0.2107	0.2383	0.3446	0.1918	0.1858	0.2777	0.6141	1.7717	4.4313E-3	16.751	12.329	720.810
51000000	5.466	9.026	0.3984	0.1566	0.2281	0.2169	0.3461	0.2013	0.1778	0.2747	0.6229	1.7542	4.5281E-3	15.950	12.367	706.280
52000000	6.260	9.541	0.3942	0.1609	0.2227	0.2221	0.3598	0.1913	0.1841	0.2649	0.6160	1.7680	4.5289E-3	15.771	12.336	711.769
53000000	7.228	9.582	0.3950	0.1826	0.2104	0.2120	0.3589	0.2014	0.1722	0.2675	0.6127	1.7747	4.4377E-3	16.026	12.565	712.610
54000000	6.568	8.887	0.4049	0.1726	0.2097	0.2128	0.3449	0.2012	0.1784	0.2755	0.6023	1.7953	4.5767E-3	15.506	12.489	706.415
55000000	6.957	9.185	0.3905	0.1736	0.2097	0.2261	0.3509	0.2024	0.1810	0.2657	0.6300	1.7399	4.5164E-3	15.403	12.760	704.239
56000000	6.256	9.543	0.3946	0.1674	0.2149	0.2231	0.3546	0.1886	0.1899	0.2669	0.6048	1.7903	4.5709E-3	16.539	12.082	710.427
57000000	6.811	8.403	0.3833	0.1755	0.2103	0.2309	0.3481	0.1960	0.1768	0.2790	0.6026	1.7948	4.335E-3	16.669	12.573	732.995
58000000	6.519	8.768	0.3911	0.1742	0.2085	0.2262	0.3433	0.1993	0.1805	0.2768	0.6144	1.7713	4.3654E-3	17.283	12.250	721.111
59000000	6.299	9.733	0.4030	0.1668	0.2072	0.2230	0.3605	0.1907	0.1751	0.2737	0.6163	1.7674	4.2505E-3	17.246	12.748	740.700
60000000	6.376	8.461	0.4045	0.1657	0.2080	0.2218	0.3562	0.1834	0.1805	0.2799	0.6328	1.7345	4.2183E-3	16.580	13.185	738.939
61000000	6.417	9.193	0.3879	0.1850	0.2094	0.2176	0.3507	0.1983	0.1759	0.2751	0.6250	1.7500	4.4042E-3	17.251	12.477	727.029
62000000	6.279	8.189	0.4065	0.1479	0.2177	0.2279	0.3468	0.1910	0.1853	0.2769	0.6099	1.7802	4.5787E-3	15.362	12.499	706.503
63000000	6.902	9.054	0.4007	0.1692	0.2042	0.2259	0.3511	0.1886	0.1799	0.2804	0.5947	1.8106	4.3416E-3	16.091	12.729	734.299
64000000	6.068	9.271	0.3940	0.1652	0.2157	0.2251	0.3604	0.1808	0.1820	0.2767	0.6130	1.7741	4.335E-3	16.562	12.272	729.637
65000000	6.186	9.042	0.3942	0.1609	0.2103	0.2345	0.3686	0.1847	0.1809	0.2657	0.6030	1.7941	4.3406E-3	16.273	12.490	729.353
66000000	6.782	8.176	0.4008	0.1745	0.2151	0.2096	0.3695	0.1897	0.1721	0.2687	0.6249	1.7502	4.5812E-3	16.001	12.911	713.812
67000000	5.446	8.813	0.3882	0.1611	0.2114	0.2392	0.3561	0.1906	0.1811	0.2721	0.6183	1.7634	4.5855E-3	15.346	11.835	702.817
68000000	6.824	8.650	0.3930	0.1671	0.2203	0.2196	0.3719	0.1748	0.1743	0.2790	0.6285	1.7429	4.2059E-3	16.780	12.285	738.131
69000000	6.202	8.512	0.3843	0.1698	0.2236	0.2223	0.3494	0.1862	0.1782	0.2861	0.6399	1.7202	4.5319E-3	15.332	12.322	707.310
70000000	6.343	9.290	0.4095	0.1724	0.1948	0.2233	0.3487	0.1926	0.1810	0.2778	0.6140	1.7720	4.3416E-3	16.641	12.416	723.998
71000000	6.426	9.151	0.3941	0.1678	0.2154	0.2227	0.3585	0.1866	0.1745	0.2803	0.6300	1.7399	4.447E-3	16.389	12.393	720.869
72000000	6.583	8.868	0.4095	0.1666	0.2100	0.2140	0.3712	0.1845	0.1714	0.2728	0.6375	1.7251	4.2602E-3	16.986	12.645	725.465
73000000	6.056	9.284	0.3967	0.1764	0.2074	0.2195	0.3393	0.1967	0.1730	0.2910	0.6280	1.7441	4.2579E-3	17.151	13.029	736.221
74000000	6.706	8.289	0.4123	0.1664	0.2085	0.2128	0.3457	0.1947	0.1809	0.2786	0.6144	1.7712	4.4959E-3	16.679	12.270	711.234
75000000	6.572	9.699	0.3939	0.1595	0.2207	0.2259	0.3532	0.1887	0.1859	0.2723	0.6236	1.7528	4.4543E-3	16.697	12.887	711.083
76000000	6.520	9.630	0.3991	0.1671	0.2057	0.2282	0.3628	0.1960	0.1754	0.2658	0.6297	1.7406	4.3643E-3	16.687	12.317	725.657
77000000	6.649	9.075	0.3786	0.1708	0.2186	0.2319	0.3571	0.1832	0.1698	0.2899	0.6351	1.7299	4.4016E-3	17.403	12.521	727.942
78000000	6.631	9.932	0.3970	0.1737	0.2125	0.2168	0.3563	0.1934	0.1802	0.2701	0.6137	1.7726	4.5068E-3	15.212	12.313	704.409
79000000	6.554	9.330	0.4099	0.1634	0.2133	0.2135	0.3557	0.1732	0.1870	0.2841	0.6183	1.7634	4.259E-3	16.766	11.806	722.736
80000000	6.102	10.098	0.3901	0.1706	0.2106	0.2287	0.3697	0.1741	0.1768	0.2794	0.6233	1.7534	4.4331E-3	15.454	12.591	709.349
81000000	5.698	9.664	0.3933	0.1711	0.2142	0.2213	0.3566	0.1911	0.1751	0.2773	0.6250	1.7500	4.2591E-3	16.900	13.058	733.831
82000000	6.068	9.341	0.4116	0.1643	0.2093	0.2147	0.3500	0.1892	0.1719	0.2889	0.6186	1.7628	4.6992E-3	15.687	12.487	700.716
83000000	5.844	9.700	0.3913	0.1620	0.2145	0.2321	0.3559	0.1909	0.1708	0.2824	0.6107	1.7787	4.4553E-3	16.346	12.696	729.771
84000000	6.430	8.977	0.3848	0.1726	0.2251	0.2175	0.3585	0.2003	0.1744	0.2668	0.6142	1.7715	4.4428E-3	15.631	12.396	706.717
85000000	6.126	9.761	0.3957	0.1721	0.2003	0.2320	0.3541	0.1906	0.1788	0.2764	0.5933	1.8134	4.5806E-3	15.424	12.142	697.729
86000000	6.951	9.730	0.3837	0.1663	0.2108	0.2392	0.3467	0.1999	0.1740	0.2795	0.6074	1.7851	4.632E-3	15.698	12.330	694.960
87000000	6.817	9.868	0.3932	0.1753	0.2041	0.2274	0.3470	0.1935	0.1759	0.2835	0.6105	1.7790	4.4769E-3	16.506	12.226	716.015
88000000	5.528	9.089	0.3889	0.1758	0.2102	0.2251	0.3616	0.1908	0.1684	0.2791	0.6286	1.7428	4.6711E-3	15.256	12.784	698.038
