state	cp12.kappa	cp3.kappa	cp12.frequencies1	cp12.frequencies2	cp12.frequencies3	cp12.frequencies4	cp3.frequencies1	cp3.frequencies2	cp3.frequencies3	cp3.frequencies4	cp12.mu	cp3.mu	clock.rate	constant.popSize	rootHeight	treeLength
1000000	6.529	9.261	0.3803	0.1722	0.2102	0.2372	0.3600	0.1930	0.1778	0.2692	0.6175	1.7649	4.3376E-3	16.854	12.238	732.670
2000000	6.589	8.586	0.3889	0.1703	0.2249	0.2159	0.3457	0.1892	0.1751	0.2900	0.6005	1.7990	4.2403E-3	16.411	12.622	737.097
3000000	6.577	9.161	0.3953	0.1719	0.2196	0.2132	0.3581	0.1754	0.1814	0.2851	0.6358	1.7284	4.3012E-3	16.203	12.959	721.794
4000000	6.553	8.711	0.3846	0.1684	0.2083	0.2387	0.3441	0.1923	0.1802	0.2834	0.6425	1.7150	4.4302E-3	16.326	13.359	725.189
5000000	6.490	8.823	0.3923	0.1737	0.2134	0.2206	0.3375	0.1846	0.1942	0.2836	0.6230	1.7540	4.4214E-3	16.950	12.474	728.145
6000000	6.636	8.842	0.3874	0.1774	0.2022	0.2330	0.3617	0.1830	0.1791	0.2763	0.6300	1.7401	4.3866E-3	17.053	12.768	726.029
7000000	6.412	9.831	0.3822	0.1781	0.2143	0.2254	0.3488	0.1868	0.1718	0.2926	0.6416	1.7169	4.3353E-3	16.425	12.429	709.692
8000000	6.407	8.918	0.3939	0.1731	0.2110	0.2220	0.3621	0.1879	0.1780	0.2720	0.6302	1.7397	4.4609E-3	15.823	12.597	717.037
9000000	5.865	8.846	0.3903	0.1656	0.2160	0.2281	0.3519	0.1972	0.1712	0.2797	0.6373	1.7253	4.1563E-3	18.845	12.720	761.364
10000000	6.829	9.276	0.4007	0.1594	0.2184	0.2214	0.3500	0.1951	0.1821	0.2728	0.6363	1.7274	4.1404E-3	18.042	12.479	763.285
11000000	6.116	9.043	0.3892	0.1724	0.2119	0.2265	0.3457	0.1876	0.1849	0.2818	0.6288	1.7424	4.4483E-3	15.216	12.626	703.238
12000000	6.343	8.741	0.4005	0.1745	0.2124	0.2127	0.3453	0.2018	0.1793	0.2736	0.6021	1.7957	4.5283E-3	15.785	12.161	705.615
