state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	-3.522	-1.275	1.062	3.351	6.556	8.835	11.842	12.396	12.441	11.325	10.023	6.957	6.293	6.121	3.994	5.398	4.786	4.540	4.952	7.787	6.418	6.247	4.815	5.063	6.664	6.397	6.571	8.475	6.186	5.369	7.840	6.928	5.911	7.214	8.488	5.646	6.684	4.972	7.225	7.001	2.982	2.861	1.797	2.369	3.736	4.171	1.069	-1.254	-0.054	-3.263
2000000	8.292	7.872	6.932	6.172	7.321	8.652	6.695	6.285	12.378	11.518	7.175	6.056	7.310	4.761	5.434	4.748	3.903	5.810	6.006	5.344	8.439	8.304	5.702	5.375	5.182	7.771	6.752	6.743	8.988	5.110	6.728	7.358	5.710	8.138	8.586	5.239	9.878	4.922	8.526	6.746	3.134	1.941	2.712	2.113	4.873	4.291	0.541	-4.001	-6.640	-7.318
3000000	3.357	1.404	6.841	5.106	4.363	7.742	5.237	10.133	6.934	10.387	10.440	9.095	6.787	4.430	4.707	4.172	11.093	4.447	4.664	8.431	7.977	8.507	5.574	4.509	7.002	7.485	7.252	5.506	7.214	5.177	7.681	7.766	5.951	12.227	7.365	5.316	8.623	5.086	7.407	6.578	2.766	2.224	3.380	1.663	6.446	0.951	2.063	1.739	-1.859	2.801
4000000	5.194	3.832	2.653	4.004	3.674	7.210	9.450	9.161	9.990	8.091	6.825	6.517	8.304	5.191	3.852	5.536	5.908	3.932	5.706	6.256	5.598	8.200	4.949	4.941	6.313	6.479	6.482	5.218	7.030	5.037	7.424	8.032	5.441	8.766	6.847	5.406	7.274	5.121	7.218	8.319	2.970	1.727	2.885	1.870	4.308	2.728	1.563	-1.547	0.916	-1.292
5000000	5.888	5.718	7.497	6.316	7.082	8.171	8.583	7.666	8.069	6.467	8.199	5.957	8.430	8.100	3.751	4.831	8.071	4.140	5.151	7.833	6.859	8.218	4.706	4.618	7.908	8.901	5.953	5.571	7.217	5.243	6.430	7.129	5.786	9.286	10.463	4.901	10.499	5.185	7.413	9.951	3.290	2.356	4.357	2.316	4.452	1.376	3.355	-2.475	0.563	0.590
6000000	3.166	4.973	3.562	5.181	6.017	7.121	6.867	7.972	8.861	6.459	8.973	7.543	5.335	7.249	5.399	3.952	5.492	4.191	6.871	6.192	7.183	7.126	4.942	4.766	5.164	7.388	8.017	5.484	7.890	5.117	9.071	8.933	5.675	8.333	7.496	5.282	9.258	5.211	7.704	7.322	3.642	2.011	3.580	2.113	2.173	4.262	3.835	-1.844	0.748	1.388
7000000	-0.488	5.532	3.971	1.256	5.910	7.453	6.453	8.637	9.752	8.457	5.947	7.256	7.639	6.191	4.154	5.149	4.375	5.585	5.877	4.888	7.304	8.888	5.378	4.658	7.827	5.692	7.007	6.555	7.433	5.222	9.408	6.655	5.811	7.648	7.724	5.402	8.780	4.962	7.991	6.679	4.017	2.135	2.934	1.975	3.476	3.041	4.626	-2.306	1.352	3.539
8000000	6.335	5.126	5.651	5.045	6.362	7.650	5.849	9.387	9.323	7.855	6.678	8.138	5.396	7.199	3.919	4.783	5.801	4.143	5.223	8.081	10.178	9.001	5.039	4.470	5.721	7.020	7.266	6.501	7.695	5.603	5.922	6.991	6.277	7.864	7.850	5.419	9.206	5.035	8.055	6.928	3.353	2.906	1.858	2.210	4.604	1.949	4.412	0.427	-2.574	-1.622
9000000	5.182	8.194	4.585	3.123	7.205	6.815	5.919	8.710	5.102	6.959	5.408	8.090	5.504	6.307	3.636	5.155	5.743	4.164	6.359	5.495	7.733	6.684	5.910	4.406	6.022	9.578	7.032	5.388	6.848	5.068	8.492	9.504	5.631	7.317	9.342	5.480	10.698	4.980	10.303	6.907	2.981	1.983	4.730	1.831	5.190	6.265	2.355	-1.907	1.639	2.667
10000000	7.217	9.706	6.551	4.544	6.982	11.370	8.384	10.465	10.168	10.437	11.069	6.419	7.240	10.706	3.527	6.794	5.945	4.216	5.129	6.455	7.423	8.373	4.455	6.399	5.074	7.577	6.551	5.672	7.955	5.141	8.078	8.038	5.914	8.470	7.016	5.276	10.872	5.046	6.409	7.641	2.937	2.194	2.929	2.723	1.375	2.590	1.617	-3.094	-5.276	-5.354
