state	skygrid.logPopSize1	skygrid.logPopSize2	skygrid.logPopSize3	skygrid.logPopSize4	skygrid.logPopSize5	skygrid.logPopSize6	skygrid.logPopSize7	skygrid.logPopSize8	skygrid.logPopSize9	skygrid.logPopSize10	skygrid.logPopSize11	skygrid.logPopSize12	skygrid.logPopSize13	skygrid.logPopSize14	skygrid.logPopSize15	skygrid.logPopSize16	skygrid.logPopSize17	skygrid.logPopSize18	skygrid.logPopSize19	skygrid.logPopSize20	skygrid.logPopSize21	skygrid.logPopSize22	skygrid.logPopSize23	skygrid.logPopSize24	skygrid.logPopSize25	skygrid.logPopSize26	skygrid.logPopSize27	skygrid.logPopSize28	skygrid.logPopSize29	skygrid.logPopSize30	skygrid.logPopSize31	skygrid.logPopSize32	skygrid.logPopSize33	skygrid.logPopSize34	skygrid.logPopSize35	skygrid.logPopSize36	skygrid.logPopSize37	skygrid.logPopSize38	skygrid.logPopSize39	skygrid.logPopSize40	skygrid.logPopSize41	skygrid.logPopSize42	skygrid.logPopSize43	skygrid.logPopSize44	skygrid.logPopSize45	skygrid.logPopSize46	skygrid.logPopSize47	skygrid.logPopSize48	skygrid.logPopSize49	skygrid.logPopSize50
1000000	0.506	2.913	2.973	5.844	6.327	8.230	10.151	6.280	8.266	7.395	8.362	6.081	5.803	6.243	4.418	4.031	5.285	6.562	4.456	7.886	8.996	6.547	4.928	5.368	5.678	6.174	6.441	8.259	6.995	5.159	8.136	8.266	5.939	7.354	7.603	5.179	10.872	5.050	8.361	5.929	3.788	2.196	4.576	1.743	6.100	3.806	3.198	-0.671	-0.876	-1.642
2000000	0.640	-1.089	0.794	3.089	7.462	8.874	7.101	8.144	6.800	7.189	9.110	6.922	6.077	6.722	4.353	4.129	6.309	4.693	5.234	6.100	6.416	5.988	5.284	5.577	4.516	5.346	6.657	5.326	7.153	5.497	6.343	8.237	7.403	8.117	7.361	5.547	6.755	5.584	6.171	5.075	4.738	1.784	1.514	4.821	4.424	2.347	1.777	-0.567	-2.387	-1.835
3000000	2.405	6.797	6.132	3.541	4.663	5.744	6.168	6.373	5.995	7.815	10.154	8.032	6.259	4.961	5.092	4.646	4.382	4.965	5.500	7.493	7.774	9.345	4.740	4.794	5.348	7.308	6.011	8.798	9.035	4.784	8.326	7.333	5.944	7.655	8.195	5.359	8.247	6.174	4.912	7.629	4.653	2.413	1.654	2.961	2.201	4.643	3.138	-1.529	0.554	-0.549
4000000	0.435	-5.085	-0.370	5.000	8.204	9.707	10.302	14.203	13.075	9.816	7.014	8.442	10.039	5.218	4.972	5.134	4.960	4.255	6.218	5.839	9.026	10.599	4.642	4.922	5.648	7.813	5.903	5.334	9.559	5.765	5.793	8.514	6.083	9.196	7.544	5.263	7.729	6.041	4.961	7.278	4.876	1.812	2.323	2.533	4.967	5.931	9.210	-1.364	-0.363	-1.736
5000000	10.848	9.696	7.721	6.049	7.841	7.916	6.744	5.783	10.420	9.996	10.427	7.502	5.042	6.317	4.247	4.793	4.909	4.908	4.718	8.461	9.618	7.976	4.701	5.403	5.146	6.805	7.936	5.523	6.169	6.756	5.442	8.974	7.326	9.757	8.167	5.205	8.175	7.406	4.962	8.941	5.266	2.705	1.701	2.256	3.663	3.654	3.753	-2.260	-3.954	-3.458
6000000	3.217	0.616	1.979	3.797	6.193	5.681	6.028	6.867	7.980	8.461	8.063	8.068	6.505	7.285	3.581	4.219	5.614	6.232	4.876	8.048	8.554	6.261	4.633	7.009	5.100	6.182	6.648	6.075	6.582	4.986	7.802	7.075	6.475	8.028	8.169	5.391	8.571	7.516	5.022	7.616	5.561	3.033	1.697	3.325	3.978	2.731	0.302	0.515	-1.837	-1.989
7000000	4.591	4.276	7.306	3.245	9.706	11.754	11.214	15.602	15.026	13.732	7.847	6.186	7.836	5.035	4.643	3.988	6.770	4.438	4.986	8.578	8.386	8.044	4.686	8.458	4.983	10.617	6.072	7.699	6.674	5.205	8.266	9.988	5.797	10.722	8.032	5.439	9.806	5.578	7.408	4.786	7.070	2.535	1.376	2.206	4.468	2.276	1.467	-3.966	-0.825	-3.710
8000000	4.733	5.738	3.897	2.386	2.587	4.903	4.881	5.988	6.740	6.780	6.405	6.259	6.343	6.446	4.358	4.650	4.123	4.619	6.332	5.874	6.680	7.278	4.997	4.846	6.722	6.612	5.992	7.166	5.971	5.711	7.676	7.453	6.105	7.019	7.231	5.790	7.115	5.677	6.524	4.965	5.340	2.164	1.855	3.101	3.895	3.737	2.597	-1.104	-1.473	-2.759
9000000	3.711	1.558	0.622	3.500	5.469	5.187	5.853	6.991	7.792	7.758	6.442	5.268	7.295	6.384	3.935	4.732	5.567	3.932	5.369	6.330	7.435	7.333	4.421	5.575	5.261	5.899	7.346	4.843	7.093	5.671	6.544	8.868	6.245	7.243	7.986	5.478	8.494	5.400	6.271	6.667	3.793	2.188	2.769	2.952	3.871	5.119	3.767	-1.103	-0.802	-0.405
10000000	12.690	10.852	7.884	6.588	8.394	6.206	5.215	5.820	9.971	9.916	8.978	5.786	6.501	5.656	4.597	4.865	4.609	4.371	5.324	9.171	7.733	5.817	4.247	6.804	5.279	6.701	6.291	5.857	7.895	5.185	10.501	9.577	6.421	7.226	8.077	5.412	8.677	5.392	5.545	6.557	2.851	1.889	3.024	2.493	3.440	2.869	1.674	-1.791	-4.222	-5.233
